Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
offendaspen5_53c7a1ec	a	It's alright, though. It's not for everyone.	game/story/week one/fifthday.rpy	465	a "[what]"
offendaspen5_53353d69	mc	I should be going now. Good luck in here.	game/story/week one/fifthday.rpy	468	mc "[what]"
offendaspen5_8bdfaf5e	a	Yes. I'll see you on Monday, Doctor.	game/story/week one/fifthday.rpy	470	a "[what]"
ccday5_ddb6c633	e	Doctor, welcome back. Let's head back down.	game/story/week one/fifthday.rpy	480	e "[what]"
ccday5_66a3f3d5	n	You head toward the residential block with Miss Esther.	game/story/week one/fifthday.rpy	482	n "[what]"
ccday5_6725011d	n	You turn to her.	game/story/week one/fifthday.rpy	485	n "[what]"
ccday5_73c8ce09	mc	Miss Esther - you said you used to work in Testing? What was your job there?	game/story/week one/fifthday.rpy	487	mc "[what]"
ccday5_7878cc62	e	Oh, haha, I forgot I told you that...	game/story/week one/fifthday.rpy	490	e "[what]"
ccday5_116f8832	e	Yes, I was a research assistant. I helped oversee the subjects we tested on.	game/story/week one/fifthday.rpy	493	e "[what]"
ccday5_258de5d4	e	Unfortunately, Testing underwent budget cuts... that funding went toward "employee satisfaction" or some nonsense.	game/story/week one/fifthday.rpy	495	e "[what]"
ccday5_2832c292	e	After that, a lot of personality cores were phased out of the department...	game/story/week one/fifthday.rpy	496	e "[what]"
ccday5_c84329f6	e	Given new titles... I'm a Supervisor Core now, for example.	game/story/week one/fifthday.rpy	497	e "[what]"
ccday5_b796c8fd	mc	Interesting. Part of the new CEO's ideal, I assume?	game/story/week one/fifthday.rpy	499	mc "[what]"
ccday5_73cb5fb1	e	Most of the recent changes are exactly that.	game/story/week one/fifthday.rpy	501	e "[what]"
ccday5_02c32892	e	I don't doubt her, though. She has done plenty good for Aperture.	game/story/week one/fifthday.rpy	503	e "[what]"
ccday5_054c5ee0	mc	I see.	game/story/week one/fifthday.rpy	505	mc "[what]"
ccday5_6725011d_1	n	You turn to her.	game/story/week one/fifthday.rpy	508	n "[what]"
ccday5_bd69cdbb	mc	So... have you always worked in Maintenance?	game/story/week one/fifthday.rpy	510	mc "[what]"
ccday5_24a8a833	e	Mmm... no. I was a research assistant in the Testing department, when it was still at its peak.	game/story/week one/fifthday.rpy	513	e "[what]"
ccday5_d9668d7e	mc	Testing?! That's a high-level department! And they threw you down here?	game/story/week one/fifthday.rpy	515	mc "[what]"
ccday5_b61733b2	e	Yes, but they did give me a supervisor title, so...	game/story/week one/fifthday.rpy	517	e "[what]"
ccday5_f672e498	e	I suppose I can't complain too much.	game/story/week one/fifthday.rpy	519	e "[what]"
ccday5_e6c15709	n	You reach CC's room. Standing outside the door, you can hear muffled talking.	game/story/week one/fifthday.rpy	521	n "[what]"
ccday5_6d6bee24	e	Is someone in there with him?	game/story/week one/fifthday.rpy	524	e "[what]"
ccday5_d723338b	e	There shouldn't be anyone in there at this time -	game/story/week one/fifthday.rpy	525	e "[what]"
ccday5_528acf2c	e	Doctor, open the door. Carefully.	game/story/week one/fifthday.rpy	528	e "[what]"
ccday5_36dedb86	n	You do exactly that.	game/story/week one/fifthday.rpy	530	n "[what]"
ccday5_d47ce1be	u	I ain't doin' nuthin' wrong, here, am I?	game/story/week one/fifthday.rpy	536	u "[what]"
ccday5_c1ae6fe7	c	Technically, you are. This is a private room. You're invading my space.	game/story/week one/fifthday.rpy	540	c "[what]"
ccday5_4455031c	u	But the Doc's in here. And their little friend.	game/story/week one/fifthday.rpy	544	u "[what]"
ccday5_f941c3e6	e	Who are you calling "little"?!	game/story/week one/fifthday.rpy	547	e "[what]"
ccday5_7c8e951b	c	Doctor, can you please remove this core from my room?	game/story/week one/fifthday.rpy	552	c "[what]"
ccday5_e398f579	c	I have nothing against him, but he is trespassing.	game/story/week one/fifthday.rpy	553	c "[what]"
ccday5_11fdb519	extend		game/story/week one/fifthday.rpy	556	extend "[what]" nointeract
ccanduleave_6e391cff	u	Fine, fine, I'm leavin'.	game/story/week one/fifthday.rpy	573	u "[what]"
ccanduleave_3aa2d4bd	u	None of you even give a rat's ass about me...	game/story/week one/fifthday.rpy	575	u "[what]"
ccanduleave_11c68d0c	e	Obviously.	game/story/week one/fifthday.rpy	578	e "[what]"
ccanduleave_8de6e6d4	u	You're usually pretty... soft to me, Doc. I'm sure this is a one-off.	game/story/week one/fifthday.rpy	583	u "[what]"
ccanduleave_a8b79697	u	I'll see ya... this weekend, right?	game/story/week one/fifthday.rpy	585	u "[what]"
ccanduleave_d7eb65a3	n	And with that, he leaves.	game/story/week one/fifthday.rpy	587	n "[what]"
ccanduleave_440a984b	u	Seems no matter how hard I try, you simply ain't interested, Doc.	game/story/week one/fifthday.rpy	592	u "[what]"
ccanduleave_37976a8a	u	S'fine. But I take back my invite for this weekend...	game/story/week one/fifthday.rpy	594	u "[what]"
ccanduleave_d7eb65a3_1	n	And with that, he leaves.	game/story/week one/fifthday.rpy	596	n "[what]"
ccanduleave_d7eb65a3_2	n	And with that, he leaves.	game/story/week one/fifthday.rpy	600	n "[what]"
ccanduresolve_fb9a5eca	u	S'pretty simple, honest. I thought this was my own room...	game/story/week one/fifthday.rpy	607	u "[what]"
ccanduresolve_62e56bc6	mc	The "place" you keep inviting me back to?	game/story/week one/fifthday.rpy	609	mc "[what]"
ccanduresolve_1a0963f3	u	Yeah, exactly that. And I don't quite remember why I thought this was my room, but...	game/story/week one/fifthday.rpy	612	u "[what]"
ccanduresolve_cc8656dd	c	I sympathize, sir, I really do, but this is technically a research area.	game/story/week one/fifthday.rpy	616	c "[what]"
ccanduresolve_6f419aed	c	You can't just go rolling into every room you see.	game/story/week one/fifthday.rpy	618	c "[what]"
ccanduresolve_cd6b50e5	c	Aspen told me you've rammed into their greenhouse door before as well.	game/story/week one/fifthday.rpy	619	c "[what]"
ccanduresolve_ddbc1eba	e	Oh, so this is a recurring problem?	game/story/week one/fifthday.rpy	622	e "[what]"
ccanduresolve_e5ad0d91	e	Doctor, I suggest we escalate this to Encoding. There seems to be something horribly wrong with this... "core."	game/story/week one/fifthday.rpy	627	e "[what]"
ccanduresolve_8c4f194f	mc	Now wait a moment, Miss Esther. I don't think that's necessary.	game/story/week one/fifthday.rpy	629	mc "[what]"
ccanduresolve_df4c30e1	mc	I don't know your name, or your job, or your designation...	game/story/week one/fifthday.rpy	633	mc "[what]"
ccanduresolve_053ca7af	mc	But you need to watch where you're going.	game/story/week one/fifthday.rpy	634	mc "[what]"
ccanduresolve_21ac91d8	mc	My first day here, you nearly ran into Miss Esther.	game/story/week one/fifthday.rpy	635	mc "[what]"
ccanduresolve_154c894d	mc	And she's right - if this continues to be a problem, I'll have to report it.	game/story/week one/fifthday.rpy	636	mc "[what]"
ccanduresolve_6524850a	mc	I don't want to do that.	game/story/week one/fifthday.rpy	637	mc "[what]"
ccanduresolve_6e3d920f	u	Yeah...	game/story/week one/fifthday.rpy	640	u "[what]"
ccanduresolve_91057b8a	u	Yeah, I understand, Doc.	game/story/week one/fifthday.rpy	641	u "[what]"
ccanduresolve_a1d4e1de	u	I apologize, uh... CC, right?	game/story/week one/fifthday.rpy	643	u "[what]"
ccanduresolve_414f6e31	c	Haha. Yes, that's my name.	game/story/week one/fifthday.rpy	647	c "[what]"
ccanduresolve_f95619d0	c	You're forgiven.	game/story/week one/fifthday.rpy	648	c "[what]"
ccanduresolve_167e63f4	u	I'll get goin' now, Doc.	game/story/week one/fifthday.rpy	654	u "[what]"
ccanduresolve_172f2c49	u	You've been unusually, uh, patient with me this week.	game/story/week one/fifthday.rpy	656	u "[what]"
ccanduresolve_a684ee10	u	I do reckon you'll visit me tomorrow. Hopefully.	game/story/week one/fifthday.rpy	658	u "[what]"
ccanduresolve_d7eb65a3	n	And with that, he leaves.	game/story/week one/fifthday.rpy	660	n "[what]"
ccanduresolve_3d7dc121	u	Uhh... Doc, I wanna apologize to you too, for uh...	game/story/week one/fifthday.rpy	664	u "[what]"
ccanduresolve_c5a2cbeb	u	Tryin' so hard. Pushin' you too much.	game/story/week one/fifthday.rpy	666	u "[what]"
ccanduresolve_73b7a5d1	u	I take back my invite for t'morrow. You don't gotta come.	game/story/week one/fifthday.rpy	667	u "[what]"
ccanduresolve_d7eb65a3_1	n	And with that, he leaves.	game/story/week one/fifthday.rpy	669	n "[what]"
ccanduresolve_d635e290	u	I reckon I oughta be goin', then.	game/story/week one/fifthday.rpy	672	u "[what]"
ccanduresolve_ea451b3a	u	See y'all.	game/story/week one/fifthday.rpy	673	u "[what]"
ccanduresolve_d7eb65a3_2	n	And with that, he leaves.	game/story/week one/fifthday.rpy	675	n "[what]"
ccday5cont_c6d83831	c	Ahh. Thank you, Doctor.	game/story/week one/fifthday.rpy	682	c "[what]"
ccday5cont_16e35aa9	e	Are you alright, CC?	game/story/week one/fifthday.rpy	685	e "[what]"
ccday5cont_e29e8274	c	Yes, Miss Esther.	game/story/week one/fifthday.rpy	687	c "[what]"
ccday5cont_8a5dc86d	c	He was not a bother. Simply breaking the rules - that was all.	game/story/week one/fifthday.rpy	688	c "[what]"
ccday5cont_dfcfc361	c	I honestly regret he could not stay. I enjoy any company, regardless of the type.	game/story/week one/fifthday.rpy	690	c "[what]"
ccday5cont_a1a19199	mc	How are you feeling today?	game/story/week one/fifthday.rpy	692	mc "[what]"
ccday5cont_d2ef7976	c	The same as usual, I would say.	game/story/week one/fifthday.rpy	695	c "[what]"
ccday5cont_76cb2a0e	c	Maybe a little better?	game/story/week one/fifthday.rpy	696	c "[what]"
ccday5cont_9c6fa72b	n	You turn to Miss Esther.	game/story/week one/fifthday.rpy	698	n "[what]"
ccday5cont_b95c45b1	mc	Is that a good thing?	game/story/week one/fifthday.rpy	700	mc "[what]"
ccday5cont_266342c4	e	For him, yes. For us, no. A "positive" report on CC is either one where his condition has not changed or has worsened.	game/story/week one/fifthday.rpy	704	e "[what]"
ccday5cont_11fdb519	extend		game/story/week one/fifthday.rpy	707	extend "[what]" nointeract
impresscc5_ba83a388	c	Haha... excuse my language, but...	game/story/week one/fifthday.rpy	717	c "[what]"
impresscc5_e89cd7f1	c	Aperture bastards, that's who.	game/story/week one/fifthday.rpy	719	c "[what]"
impresscc5_d90d703f	c	Can't leave well enough alone...	game/story/week one/fifthday.rpy	721	c "[what]"
impresscc5_ba304683	c	Test, test, test, that's all they do...	game/story/week one/fifthday.rpy	722	c "[what]"
impresscc5_a822bf72	e	Now, CC, calm down. Don't get too stressed. It's bad for you.	game/story/week one/fifthday.rpy	725	e "[what]"
impresscc5_d6c36114	c	Well then. If it's bad for me, I should keep it up, yes?	game/story/week one/fifthday.rpy	729	c "[what]"
impresscc5_42401075	c	Give those idiot scientists what they want...	game/story/week one/fifthday.rpy	731	c "[what]"
impresscc5_36d012ae	c	Ahem. Apologies, Doctor, I believe I may have gotten... out of hand, there.	game/story/week one/fifthday.rpy	734	c "[what]"
ccend5_44841c11	c	Before you go...	game/story/week one/fifthday.rpy	741	c "[what]"
ccend5_936915b2	c	You have been incredibly kind to me, despite that not being necessary.	game/story/week one/fifthday.rpy	742	c "[what]"
ccend5_a4ddf04a	c	I will not forget that.	game/story/week one/fifthday.rpy	743	c "[what]"
ccend5_5e2aec4e	mc	Thank you, CC.	game/story/week one/fifthday.rpy	745	mc "[what]"
ccend5_44841c11_1	c	Before you go...	game/story/week one/fifthday.rpy	750	c "[what]"
ccend5_b33113c9	c	I'm not sure what the issue is, but...	game/story/week one/fifthday.rpy	751	c "[what]"
ccend5_f7c111d6	c	It seems you don't like me very much, Doctor.	game/story/week one/fifthday.rpy	752	c "[what]"
ccend5_f1411461	c	That's alright though. Seems that's a common occurrence.	game/story/week one/fifthday.rpy	754	c "[what]"
ccend5_57405e5b	mc	CC -	game/story/week one/fifthday.rpy	756	mc "[what]"
ccend5_d12c6bd8	c	You should be going, now. You've been here far longer than your scheduled time.	game/story/week one/fifthday.rpy	759	c "[what]"
ccend5_f800bed0	mc	Yes.	game/story/week one/fifthday.rpy	761	mc "[what]"
ccend5_840b8702	n	You finish your report and quietly leave the room.	game/story/week one/fifthday.rpy	764	n "[what]"
neutralcc5_101077b1	e	Most likely not.	game/story/week one/fifthday.rpy	769	e "[what]"
robday5_9bc1faee	n	As you approach the door to the gym, you notice a surprising lack of yelling from inside it.	game/story/week one/fifthday.rpy	777	n "[what]"
robday5_79ee0a41	e	Rob's surprisingly quiet today. I don't hear the television active, either.	game/story/week one/fifthday.rpy	780	e "[what]"
robday5_8fea2db2	mc	Hmm...	game/story/week one/fifthday.rpy	782	mc "[what]"
robday5_114d27b6	n	You open the door carefully.	game/story/week one/fifthday.rpy	784	n "[what]"
robday5_0c2be984	n	Rob is sound asleep at his desk.	game/story/week one/fifthday.rpy	789	n "[what]"
robday5_097877a2	e	You've got to be kidding me.	game/story/week one/fifthday.rpy	792	e "[what]"
robday5_941ca74f	n	The TV above him is turned off, as well.	game/story/week one/fifthday.rpy	795	n "[what]"
robday5_a8c91325	n	There's no one else in here, though by now that seems to be the default state of things.	game/story/week one/fifthday.rpy	796	n "[what]"
robday5_430e1955	e	ROB! WAKE YOUR SORRY ASS UP!	game/story/week one/fifthday.rpy	800	e "[what]"
robday5_44b1511d	r	OH! SHIT!	game/story/week one/fifthday.rpy	805	r "[what]"
robday5_ec27aa49	r	Essie, sorry, I... uh.	game/story/week one/fifthday.rpy	807	r "[what]"
robday5_a627964d	e	You were SLEEPING? Do you realize we have to report this now?	game/story/week one/fifthday.rpy	811	e "[what]"
robday5_7a8f6b42	e	Why I never...	game/story/week one/fifthday.rpy	813	e "[what]"
robday5_a79f3f0a	r	Look! Look, I'm sorry, Essie. It gets boring as hell in here sometimes...	game/story/week one/fifthday.rpy	817	r "[what]"
robday5_b3dfa0cf	r	And I got no games to watch on Fridays 'cuz they redirect all my electricity to hold meetings upstairs!	game/story/week one/fifthday.rpy	819	r "[what]"
robday5_c51a0808	r	So I fell asleep. What's the big deal?	game/story/week one/fifthday.rpy	820	r "[what]"
robday5_11fdb519	extend		game/story/week one/fifthday.rpy	823	extend "[what]" nointeract
offendrob5_b895ec65	r	Not doing my job?!	game/story/week one/fifthday.rpy	837	r "[what]"
offendrob5_4a9f8b6a	r	All I do is sit here and watch the TV all day anyway!	game/story/week one/fifthday.rpy	838	r "[what]"
offendrob5_2fccff2e	r	What "job" do I even do?!	game/story/week one/fifthday.rpy	840	r "[what]"
offendrob5_b803b9fa	r	I swear!! I'm alone in here all day, no one comes into this goddamn gym, and -	game/story/week one/fifthday.rpy	842	r "[what]"
offendrob5_18afe5f3	e	I DO NOT CARE! Your JOB is to watch and maintain the company gym. SLEEPING prevents you from doing that!	game/story/week one/fifthday.rpy	846	e "[what]"
offendrob5_09d9d04c	e	Do NOT talk back to the Doctor. They are your supervisor.	game/story/week one/fifthday.rpy	848	e "[what]"
offendrob5_3be46caa	e	This is ridiculous, Rob.	game/story/week one/fifthday.rpy	849	e "[what]"
offendrob5_3537af07	r	Yeah, yeah. Whatever.	game/story/week one/fifthday.rpy	853	r "[what]"
offendrob5_3944de7a	e	Now. If you're awake, the Doctor and I need to get going.	game/story/week one/fifthday.rpy	856	e "[what]"
offendrob5_1839cd61	r	Sure.	game/story/week one/fifthday.rpy	859	r "[what]"
offendrob5_b882a11e	r	Doc, listen...	game/story/week one/fifthday.rpy	863	r "[what]"
offendrob5_b34c50b9	r	You've been takin' me seriously. Not a lot of other doctors do that.	game/story/week one/fifthday.rpy	864	r "[what]"
offendrob5_9168adb2	r	Sorry I fell asleep today. Won't happen again.	game/story/week one/fifthday.rpy	865	r "[what]"
offendrob5_dbc2f597	mc	No problem, Rob.	game/story/week one/fifthday.rpy	867	mc "[what]"
offendrob5_768dbe7e	r	I don't know what your problem is, Doc, but...	game/story/week one/fifthday.rpy	870	r "[what]"
offendrob5_a1fd9cf2	r	The way you talked to me this past week, I...	game/story/week one/fifthday.rpy	871	r "[what]"
offendrob5_3707b5ea	r	I dunno.	game/story/week one/fifthday.rpy	872	r "[what]"
offendrob5_f5981436	r	See ya.	game/story/week one/fifthday.rpy	875	r "[what]"
impressrob5_78421b58	r	Ahh, yeah. I suppose I shouldn't have dozed off like that.	game/story/week one/fifthday.rpy	880	r "[what]"
impressrob5_6c6e9abb	r	It just gets real boring, y'know? Hardly anyone comes in here...	game/story/week one/fifthday.rpy	881	r "[what]"
impressrob5_e1cb191a	r	And I don't got any TV at the moment.	game/story/week one/fifthday.rpy	882	r "[what]"
impressrob5_17bdd5f5	mc	Yeah, I understand.	game/story/week one/fifthday.rpy	884	mc "[what]"
impressrob5_936fb4ec	mc	But I have to report this if it happens again.	game/story/week one/fifthday.rpy	885	mc "[what]"
impressrob5_06f519dc	r	I get it, Doc. Thanks.	game/story/week one/fifthday.rpy	887	r "[what]"
impressrob5_3944de7a	e	Now. If you're awake, the Doctor and I need to get going.	game/story/week one/fifthday.rpy	890	e "[what]"
impressrob5_1839cd61	r	Sure.	game/story/week one/fifthday.rpy	893	r "[what]"
impressrob5_b882a11e	r	Doc, listen...	game/story/week one/fifthday.rpy	897	r "[what]"
impressrob5_b34c50b9	r	You've been takin' me seriously. Not a lot of other doctors do that.	game/story/week one/fifthday.rpy	898	r "[what]"
impressrob5_531ee976	r	And you've been nice. So... thanks, yeah?	game/story/week one/fifthday.rpy	899	r "[what]"
impressrob5_9a348e35	mc	No prob, Rob.	game/story/week one/fifthday.rpy	901	mc "[what]"
impressrob5_4ea6d6ae	r	But... I really don't know how to feel about you yet.	game/story/week one/fifthday.rpy	905	r "[what]"
impressrob5_d0d29287	r	Seems you're flip-floppin'. Gotta make up your mind.	game/story/week one/fifthday.rpy	906	r "[what]"
impressrob5_f5981436	r	See ya.	game/story/week one/fifthday.rpy	909	r "[what]"
neutralrob5_1c72a6fd	e	Well, we have to report this. You sleeping is you not doing your job...	game/story/week one/fifthday.rpy	916	e "[what]"
neutralrob5_4b3025c6	e	Regardless of the reasons behind it.	game/story/week one/fifthday.rpy	917	e "[what]"
neutralrob5_c73775fc	e	And frankly, maybe you'll take it in stride. Do your work, Rob.	game/story/week one/fifthday.rpy	919	e "[what]"
neutralrob5_9fa0e5cf	r	Hmm. Yes'm.	game/story/week one/fifthday.rpy	923	r "[what]"
neutralrob5_3944de7a	e	Now. If you're awake, the Doctor and I need to get going.	game/story/week one/fifthday.rpy	926	e "[what]"
neutralrob5_1839cd61	r	Sure.	game/story/week one/fifthday.rpy	929	r "[what]"
neutralrob5_b882a11e	r	Doc, listen...	game/story/week one/fifthday.rpy	933	r "[what]"
neutralrob5_b34c50b9	r	You've been takin' me seriously. Not a lot of other doctors do that.	game/story/week one/fifthday.rpy	934	r "[what]"
neutralrob5_068ba6ad	r	So... thanks, yeah?	game/story/week one/fifthday.rpy	935	r "[what]"
neutralrob5_dbc2f597	mc	No problem, Rob.	game/story/week one/fifthday.rpy	937	mc "[what]"
neutralrob5_2ae29f17	r	Doc, listen.	game/story/week one/fifthday.rpy	941	r "[what]"
neutralrob5_8cf54b53	r	It seems you don't really care for me, or the gym, or any of that shit.	game/story/week one/fifthday.rpy	942	r "[what]"
neutralrob5_8bbd3384	r	That's alright, but... don't think I don't know that, yeah?	game/story/week one/fifthday.rpy	943	r "[what]"
neutralrob5_262cebe3	mc	Yeah. Got it.	game/story/week one/fifthday.rpy	945	mc "[what]"
day5end_2f5e67da	n	You end the day with your final checkmark of the week and head back towards your office.	game/story/week one/fifthday.rpy	951	n "[what]"
day5end_c92c39cb	n	You end your day with a note by Rob's name - "(sleeping)". You head back towards your office.	game/story/week one/fifthday.rpy	953	n "[what]"
day5end_3565bda0	e	Alright, Doctor, I believe that's all!	game/story/week one/fifthday.rpy	958	e "[what]"
day5end_f0ed511d	e	You may have some end-of-week emails to go through, though. Other than that...	game/story/week one/fifthday.rpy	959	e "[what]"
day5end_9cf98c2b	e	I'll see you on Monday!	game/story/week one/fifthday.rpy	960	e "[what]"
day5end_dd3a8b6b	mc	Thank you for all your help, Miss Esther.	game/story/week one/fifthday.rpy	962	mc "[what]"
day5end_e4262eef	e	You're welcome. It's my job, after all.	game/story/week one/fifthday.rpy	965	e "[what]"
day2_81d0268d	n	You arrive at your new quarters. They're humble, really only meant to house you while you sleep and no more.	game/story/week one/secondday.rpy	6	n "[what]"
day2_dcb5f632	n	You sigh.	game/story/week one/secondday.rpy	7	n "[what]"
day2_d9e99b5b	mc	What a weird first day...	game/story/week one/secondday.rpy	9	mc "[what]"
day2_78778dc3	n	You drop off your bag and lay down on your bed.	game/story/week one/secondday.rpy	11	n "[what]"
day2_dbef9d83	ac	Aperture Science Sleep-End Device - ACTIVE.	game/story/week one/secondday.rpy	12	ac "[what]"
day2_72f02c02	n	You jump.	game/story/week one/secondday.rpy	13	n "[what]"
day2_2068ad1f	mc	Oh... just an alarm clock. Of course.	game/story/week one/secondday.rpy	14	mc "[what]"
day2_b4668af1	n	With that, you gently close your eyes.	game/story/week one/secondday.rpy	15	n "[what]"
day2_987e1c5c	n	You gently wake up and look at the clock. It's 07:30 on the dot.	game/story/week one/secondday.rpy	28	n "[what]"
day2_d1a2b723	n	Groaning, you get up and head towards your office.	game/story/week one/secondday.rpy	29	n "[what]"
day2_c7b27cb5	n	Miss Esther isn't here yet. You organize your files while you wait.	game/story/week one/secondday.rpy	36	n "[what]"
day2_4acb31cd	n	Suddenly, there's a knock on the door.	game/story/week one/secondday.rpy	37	n "[what]"
day2_4d5272f0	mc	Yes? Who is it?	game/story/week one/secondday.rpy	39	mc "[what]"
day2_4c268c3f	u	I'm havin' some trouble here, can't seem to activate these here door mechanisms...	game/story/week one/secondday.rpy	41	u "[what]"
day2_361bb792	n	You get up and go over to the office entrance.	game/story/week one/secondday.rpy	43	n "[what]"
day2_11fdb519	extend		game/story/week one/secondday.rpy	46	extend "[what]" nointeract
lockout_a8e18483	u	Well, y-yeah, but I was thinkin', y'know, you'd make an exception?	game/story/week one/secondday.rpy	61	u "[what]"
lockout_f308ff6d	mc	And why would I do that?	game/story/week one/secondday.rpy	63	mc "[what]"
lockout_e11bfa21	u	'Cuz I'm so charmin'?	game/story/week one/secondday.rpy	65	u "[what]"
lockout_975592c1	mc	And risk losing my job?	game/story/week one/secondday.rpy	67	mc "[what]"
lockout_e1367a25	u	Alrigh', now, no need to get so serious on me...	game/story/week one/secondday.rpy	69	u "[what]"
lockout_cbe3e325	mc	Get out of here before Miss Esther comes and reprimands you.	game/story/week one/secondday.rpy	71	mc "[what]"
lockout_5ad6a953	u	I'm goin', I'm goin'.	game/story/week one/secondday.rpy	73	u "[what]"
lockout_d2116936	n	You scoff and return back to your desk.	game/story/week one/secondday.rpy	75	n "[what]"
letin_f581a87e	n	You unlock the door using the keypad, and a familiar face comes "stumbling" in.	game/story/week one/secondday.rpy	80	n "[what]"
letin_279b999b	u	Why hello there, pretty little thing.	game/story/week one/secondday.rpy	85	u "[what]"
letin_ed87226f	mc	What do you want?	game/story/week one/secondday.rpy	87	mc "[what]"
letin_b17287f7	u	I jus' wanted to come 'n say hi.	game/story/week one/secondday.rpy	89	u "[what]"
letin_5d7c2434	u	Oh, and also invite you out to my place after work, of course...	game/story/week one/secondday.rpy	91	u "[what]"
letin_ce819c1d	mc	Haha, and why's that?	game/story/week one/secondday.rpy	93	mc "[what]"
letin_6803c7b0	u	Well, s'not everyday now that a beautiful human like yourself shows their face 'round here.	game/story/week one/secondday.rpy	96	u "[what]"
letin_9e88b9d8	u	I'm takin' a chance while I still got it, now.	game/story/week one/secondday.rpy	99	u "[what]"
letin_7a452e7f	mc	I appreciate the gesture, but I'm very busy. I have a lot of work to get done.	game/story/week one/secondday.rpy	101	mc "[what]"
letin_2ff5ec21	u	Yea, yea, I know. You scientists are always busy.	game/story/week one/secondday.rpy	103	u "[what]"
letin_b8649dd1	n	The core glances around himself nervously.	game/story/week one/secondday.rpy	106	n "[what]"
letin_ce4d1852	u	Listen, I should scram 'fore that little pink core of yours shows up again.	game/story/week one/secondday.rpy	109	u "[what]"
letin_2ee3f1fa	mc	Miss Esther, you mean?	game/story/week one/secondday.rpy	111	mc "[what]"
letin_07834d67	u	Yeah, yeah, her. So. I'll send you a little message tonight.	game/story/week one/secondday.rpy	113	u "[what]"
letin_4e74baef	u	Keep an eye on your inbox, yeah?	game/story/week one/secondday.rpy	115	u "[what]"
letin_caf15b97	n	The core gives a little bow and exits the room.	game/story/week one/secondday.rpy	119	n "[what]"
letin_9e6fc83c	mc	If nothing else, he's certainly interesting...	game/story/week one/secondday.rpy	121	mc "[what]"
letin_c6ed9f6d	n	You return back to your desk.	game/story/week one/secondday.rpy	123	n "[what]"
silence_a6d42524	n	You stay quiet.	game/story/week one/secondday.rpy	128	n "[what]"
silence_58b5c35b	u	Uhhh... hello?	game/story/week one/secondday.rpy	130	u "[what]"
silence_2b35b6fe	mc	...	game/story/week one/secondday.rpy	132	mc "[what]"
silence_5422e426	u	I swear I coulda heard you answer me. I know you're in there.	game/story/week one/secondday.rpy	134	u "[what]"
silence_2b35b6fe_1	mc	...	game/story/week one/secondday.rpy	136	mc "[what]"
silence_ee97fe43	u	Or maybe not...	game/story/week one/secondday.rpy	138	u "[what]"
silence_0b7bc5d9	u	Maybe I'll try again later.	game/story/week one/secondday.rpy	140	u "[what]"
silence_abdb3cd0	n	You hear the core zoom away from your door. You sigh.	game/story/week one/secondday.rpy	142	n "[what]"
silence_7a437a39	n	You return to your desk.	game/story/week one/secondday.rpy	144	n "[what]"
estherday2_2bf29992	n	Just as you sit back down, the door opens and Miss Esther comes barreling in extremely fast.	game/story/week one/secondday.rpy	150	n "[what]"
estherday2_f1a9f364	e	Sorry! Sorry I'm late! I got caught up in rail traffic...	game/story/week one/secondday.rpy	154	e "[what]"
estherday2_67948fdc	n	She shakes her chassis.	game/story/week one/secondday.rpy	157	n "[what]"
estherday2_9d15dc26	e	You'd think with the increase in robots working at Aperture, they'd at least try to expand the rail system...	game/story/week one/secondday.rpy	159	e "[what]"
estherday2_c219f8ff	e	Regardless! Welcome back. Since we're a little behind, we should get started right away. Do you have everything you need?	game/story/week one/secondday.rpy	162	e "[what]"
estherday2_21ca8b30	mc	Yes, I believe so.	game/story/week one/secondday.rpy	164	mc "[what]"
estherday2_0a878dc4	e	Perfect. Come along, now.	game/story/week one/secondday.rpy	166	e "[what]"
krisday2_7d3a48e9	n	You and Miss Esther approach the conference room, just as yesterday.	game/story/week one/secondday.rpy	175	n "[what]"
krisday2_746db638	e	I know maintenance can be a tedious job, but don't get discouraged.	game/story/week one/secondday.rpy	177	e "[what]"
krisday2_29e1ac4f	e	A lot of other employees in this department would kill to have a route like yours.	game/story/week one/secondday.rpy	178	e "[what]"
krisday2_6167a760	e	Especially considering the majority of personality cores aren't... great.	game/story/week one/secondday.rpy	180	e "[what]"
krisday2_f3cab885	k	Why hello, and welcome back. I'm assuming your route went well yesterday if you're still here now.	game/story/week one/secondday.rpy	186	k "[what]"
krisday2_3964af5c	mc	I'd say so. Any changes in the stock today?	game/story/week one/secondday.rpy	188	mc "[what]"
krisday2_70330d25	k	Not that I've seen, no. Ever since the new CEO took over, things have mostly been quiet.	game/story/week one/secondday.rpy	191	k "[what]"
krisday2_684c0b39	mc	She maintains the finance department well, then?	game/story/week one/secondday.rpy	193	mc "[what]"
krisday2_fd88cf8c	k	Yes, I'd say so. Smart one, that.	game/story/week one/secondday.rpy	196	k "[what]"
krisday2_11fdb519	extend		game/story/week one/secondday.rpy	199	extend "[what]" nointeract
impresskris2_1fd0d615	k	Is that so?	game/story/week one/secondday.rpy	215	k "[what]"
impresskris2_2a4b12b9	mc	Why yes. I watch my spending carefully, especially after the turmoil the company recently went through.	game/story/week one/secondday.rpy	217	mc "[what]"
impresskris2_f3d0f5f0	k	Do you have any investments?	game/story/week one/secondday.rpy	220	k "[what]"
